台北區_CatBoost,北區_CatBoost,中區_CatBoost,南區_CatBoost,高屏區_CatBoost,東區_CatBoost,台北區_XGB,北區_XGB,中區_XGB,南區_XGB,高屏區_XGB,東區_XGB,台北區_ConvLSTM,北區_ConvLSTM,中區_ConvLSTM,南區_ConvLSTM,高屏區_ConvLSTM,東區_ConvLSTM,台北區_GRU,北區_GRU,中區_GRU,南區_GRU,高屏區_GRU,東區_GRU,台北區_LGBM,北區_LGBM,中區_LGBM,南區_LGBM,高屏區_LGBM,東區_LGBM
356.65,167.32,189.92,132.49,132.71,38.67,314.45,213.22,197.89,122.0,129.38,25.33,383.2369315934575,254.0154208039109,310.22225130582217,197.38641968016069,163.71687541159295,27.627729998590322,653.9764404296875,551.8677062988281,750.4705200195312,594.3225250244142,725.1016845703125,54.78671073913574,308.07,220.41,213.95,143.77,142.99,27.99
