台北區_CatBoost,北區_CatBoost,中區_CatBoost,南區_CatBoost,高屏區_CatBoost,東區_CatBoost,台北區_XGB,北區_XGB,中區_XGB,南區_XGB,高屏區_XGB,東區_XGB,台北區_ConvLSTM,北區_ConvLSTM,中區_ConvLSTM,南區_ConvLSTM,高屏區_ConvLSTM,東區_ConvLSTM,台北區_LGBM,北區_LGBM,中區_LGBM,南區_LGBM,高屏區_LGBM,東區_LGBM,中區_GRU,北區_GRU,南區_GRU,台北區_GRU,東區_GRU,高屏區_GRU
37.82,60.94,78.62,142.03,107.12,108.42,77.94,71.0,49.17,47.89,23.92,8.46,188.24519910305474,87.03683505565527,153.5069026342786,100.28414327955713,115.10292428771395,29.5422356575424,77.94,71.0,49.17,47.89,23.92,8.46,70,70,40,100,20,40
