年,週,腸病毒健保就診人次,健保就診總人次,就診類別_年齡層_住院_0-2,就診類別_年齡層_住院_10-14,就診類別_年齡層_住院_15+,就診類別_年齡層_住院_3-4,就診類別_年齡層_住院_5-9,就診類別_年齡層_門診_0-2,就診類別_年齡層_門診_10-14,就診類別_年齡層_門診_15+,就診類別_年齡層_門診_3-4,就診類別_年齡層_門診_5-9,腸病毒急診就診人次,年齡別_0,年齡別_1-3,年齡別_16+,年齡別_4-6,年齡別_7-15,腸病毒總人數,區累積雨量,區平均雨量,區雨量標準差,區雨量最大值,區雨量最小值,區雨量全距,日溫度標準差,日最高溫度,日最低溫度,日溫差,週溫度標準差,區週平均溫度,區週均溫1-5,區週均溫6-9,區週均溫10-13,區週均溫14-17,區週均溫18-24,區週溫度標準差,平均RH,平均風速,最大風速,腸病毒總人數_moving_avg,爆發預測,DT
2013,20,3192,634065,11,1,0,9,12,940,163,101,851,1104,344.0,37.0,170.0,2.0,107.0,28.0,3536.0,1644.2,68.50833333333334,71.60796601706718,286.0,0.0,286.0,1.6181041224789108,35.0,20.0,10.0,1.2561059001453043,27.35367063492064,26.000952380952377,26.419642857142854,28.564285714285717,29.021428571428576,27.208843537414964,1.2273116904802168,81.82004123897019,2.1268511093600324,7.9,2023.2857142857142,1.0,2013-05-26
2013,21,5161,726344,27,1,0,10,7,1473,285,196,1481,1681,481.0,55.0,263.0,6.0,107.0,50.0,5642.0,1068.0,44.5,48.5629667455607,182.2,4.4,177.8,1.937103653933052,33.0,23.0,8.0,1.678523776774528,27.5531746031746,25.76,26.62142857142857,29.892857142857146,29.276190476190475,27.044897959183675,1.666145832057231,80.12623360938579,2.1013198757763973,8.2,2659.0,1.0,2013-06-02
2013,22,5866,733785,29,3,0,15,8,1740,328,206,1584,1953,460.0,63.0,254.0,9.0,98.0,36.0,6326.0,24.2,1.0083333333333333,4.328461587001199,21.2,0.0,21.2,2.3171543157955314,36.0,24.0,10.0,2.2645935728670934,29.63244047619048,27.021428571428565,28.41309523809524,32.19464285714286,32.40535714285714,29.145578231292514,2.251411512130462,71.88306540007306,2.1022933158770747,5.7,3385.1428571428573,1.0,2013-06-09
2013,23,6040,710375,30,1,1,18,4,1818,402,242,1492,2032,476.0,46.0,269.0,11.0,107.0,43.0,6516.0,20.2,0.8416666666666667,2.2488483365001986,10.4,0.0,10.4,2.1916834512053467,37.0,24.0,10.0,2.090017034117558,29.327876984126988,27.016666666666666,28.106547619047607,31.739285714285717,31.907738095238088,28.824489795918364,2.0753131609813718,73.95863019120692,1.9823634707506192,6.2,4135.0,1.0,2013-06-16
2013,24,5187,677014,26,0,0,13,8,1611,350,228,1307,1644,486.0,64.0,264.0,8.0,102.0,48.0,5673.0,631.6,26.316666666666666,24.842034269895592,79.0,0.4,78.6,1.7996787771900926,35.0,25.0,8.0,1.6159979128459014,28.496448412698413,26.842857142857145,27.482142857142854,30.396428571428572,30.50011904761905,28.026530612244898,1.5871820498898628,82.06371283425766,1.7906926176267606,6.9,4661.714285714285,1.0,2013-06-23
2013,25,4736,719878,29,0,0,10,8,1490,349,266,1121,1463,403.0,48.0,214.0,8.0,101.0,32.0,5139.0,61.2,2.5500000000000003,5.2483537791677435,18.2,0.0,18.2,2.117290152429772,36.0,25.0,9.0,1.9969087748140493,29.88125,27.764761904761905,28.503571428571423,32.20297619047619,32.29642857142858,29.473469387755102,1.9833866225669536,73.31166321601104,1.8880253876913085,8.2,5055.428571428572,1.0,2013-06-30
2013,26,4029,692726,32,1,1,9,11,1239,331,186,922,1297,320.0,40.0,172.0,3.0,63.0,42.0,4349.0,647.4,26.975,32.48771339659242,122.40000000000002,0.0,122.40000000000002,2.0491639499093743,36.0,24.0,10.0,1.875165250893428,29.297023809523807,27.217142857142854,27.942857142857147,31.354166666666664,31.62083333333333,29.0530612244898,1.8632373655100067,77.01312111801242,2.4131097488746738,8.4,5311.571428571428,1.0,2013-07-07
2013,27,3664,701294,21,1,1,7,8,1152,297,190,777,1210,316.0,44.0,171.0,6.0,57.0,38.0,3980.0,121.60000000000002,5.066666666666666,10.468614237709355,37.2,0.0,37.2,2.6968258715359528,37.0,24.0,11.0,2.574356640376847,30.036904761904765,27.58857142857143,28.95357142857143,33.503571428571426,32.97142857142857,28.746938775510213,2.5490778702818635,72.77906314699794,2.2507427536231877,7.5,5375.0,1.0,2013-07-14
2013,28,2887,660432,16,1,0,2,1,982,164,198,683,840,236.0,37.0,126.0,6.0,43.0,24.0,3123.0,1148.0,47.83333333333334,43.842749305519895,155.4,0.0,155.4,2.230693594165274,36.0,23.0,11.0,1.8757700017252508,28.701587301587306,26.88285714285714,27.767857142857146,31.09464285714286,30.95773809523809,27.87755102040816,1.859115142485045,77.1169254658385,3.023870377135303,12.0,5015.142857142857,1.0,2013-07-21
2013,29,2249,710357,17,0,0,7,4,741,135,153,558,634,187.0,18.0,121.0,0.0,34.0,14.0,2436.0,133.6,5.566666666666666,8.685153082011336,29.0,0.0,29.0,2.081296918191829,34.0,24.0,9.0,1.9693568122930485,29.12698412698413,27.02476190476191,27.78928571428571,31.50892857142857,31.479761904761904,28.687414965986395,1.9524663752794813,75.22228260869566,1.824149413388544,4.9,4459.428571428572,1.0,2013-07-28
2013,30,2012,692009,15,1,0,6,0,730,103,153,482,522,131.0,19.0,83.0,0.0,24.0,5.0,2143.0,411.20000000000016,17.133333333333336,28.046028420169005,77.80000000000003,0.0,77.80000000000003,2.4669220876256674,35.0,24.0,10.0,2.378658059818476,29.54238095238095,27.275714285714283,28.33125,32.591071428571425,32.409821428571426,28.472857142857148,2.347876628430188,75.04702091148535,2.05316068217462,6.8,3834.714285714286,1.0,2013-08-04
